LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,DATE,INFLATION,INTEREST,UNEMPLOYMENT,GDP_CUBIC,GDP_LINEAR,SHARE_PRICES,GDPGAP_LINEAR,GDPGAP_CUBIC
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-04,1.891839,3.460454,9.4,1.417495198,1.275133757,41.68068,-2.042637947,-2.025256479
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-05,1.715653,3.321905,9.4,1.405669996,1.282473873,44.50854,-2.033821412,-2.01268382
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-06,1.88225,3.265238,9.1,1.392086815,1.289813989,44.89643,-2.025004877,-2.000337689
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-07,1.587054,3.531818,8.9,1.376695663,1.297154104,47.96455,-2.016188342,-1.988213503
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-08,1.610271,3.638,8.9,1.359446546,1.30449422,46.11025,-2.007371807,-1.976306677
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-09,1.62508,3.626667,8.8,1.340289473,1.311834335,49.09817,-1.998555272,-1.964612627
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-10,1.701822,3.799546,8.9,1.319174451,1.319174451,47.71824,-1.989738737,-1.953126768
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-11,1.067117,3.994737,8.9,1.29619178,1.300220157,45.41976,-1.980922202,-1.941844517
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1997-12,0.9848019,4.567143,8.5,1.271992932,1.281265863,46.72152,-1.972105667,-1.930761288
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-01,1.257966,4.651905,8.8,2.525212253,1.355317383,46.72682,-1.175858802,-1.18452132
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-02,1.557614,4.9775,8.6,2.438186926,1.361661566,49.46263,-1.155467014,-1.172584081
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-03,1.543348,4.874091,8.4,2.342559308,1.368005749,52.71255,-1.135075226,-1.160439883
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-04,1.227297,4.898095,8.3,2.238092653,1.374349932,53.45521,-1.114683437,-1.148089735
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-05,1.358942,5.02,8.3,2.12455021,1.380694115,52.9307,-1.094291649,-1.135534647
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-06,1.172635,5.016818,8.4,2.001695234,1.387038298,51.37627,-1.073899861,-1.122775627
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-07,1.345059,5.051363,8.3,1.869290976,1.393382481,48.3394,-1.053508072,-1.109813685
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-08,1.413973,5.3055,8.1,1.727100688,1.399726664,38.57086,-1.033116284,-1.096649831
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-09,1.308976,5.600476,8.2,1.574887622,1.406070847,39.15256,-1.012724496,-1.083285072
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-10,1.600356,5.275238,8,1.41241503,1.41241503,43.2962,-0.992332707,-1.069720419
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-11,1.597766,5.147,8,1.240328232,1.276513341,44.24179,-0.971940919,-1.055956881
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1998-12,1.391895,5.002857,8.1,1.062800818,1.140611652,45.23258,-0.951549131,-1.041995467
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-01,0.9778854,5.0045,7.9,2.700105172,1.755554571,46.93157,0.863619876,0.870457645
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-02,0.8186755,5.0335,7.9,2.627092494,1.762028083,44.02435,0.884311509,0.898087788
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-03,1.032773,5.057391,7.9,2.548044086,1.768501594,46.01262,0.905003141,0.925811362
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-04,1.437981,4.716667,8.2,2.462818418,1.774975106,48.92012,0.925694773,0.953621053
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-05,1.418299,4.6155,7.9,2.371273957,1.781448617,47.71433,0.946386405,0.981509549
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-06,1.697511,4.815454,7.6,2.273269173,1.787922128,48.88783,0.967078037,1.009469537
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-07,1.648142,4.792857,7.6,2.168662534,1.79439564,49.38271,0.987769669,1.037493705
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-08,1.615686,4.924762,7.4,2.057312509,1.800869151,48.61404,1.008461302,1.065574739
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-09,1.971566,4.830476,7.5,1.939077566,1.807342663,48.52275,1.029152934,1.093705328
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-10,1.625786,5.014,7.2,1.813816174,1.813816174,50.60447,1.049844566,1.121878159
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-11,1.679643,5.040952,6.9,1.682079735,1.716089026,52.46658,1.070536198,1.150085918
CAN,CPI,TOT_FOODENRG,AGRWTH,M,1999-12,1.814205,5.135238,6.8,1.547191388,1.618361879,58.67702,1.09122783,1.178321294
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-01,1.545846,5.2605,6.8,1.834896266,1.574916336,58.96162,2.900799216,2.913500616
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-02,1.777554,5.312381,6.9,1.821459237,1.577674041,64.06229,2.88950697,2.914297452
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-03,1.814609,5.405652,6.9,1.805100536,1.580431746,66.82956,2.878214724,2.914492859
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-04,1.474551,5.516316,6.7,1.785712458,1.583189451,63.71625,2.866922478,2.914097726
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-05,1.567738,5.861818,6.6,1.763187301,1.585947156,64.83278,2.855630232,2.913122943
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-06,1.550542,5.917273,6.7,1.737417359,1.588704861,69.41068,2.844337986,2.911579399
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-07,1.644843,5.8785,6.8,1.70829493,1.591462565,73.68076,2.83304574,2.909477984
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-08,1.667817,5.892727,7,1.67571231,1.59422027,76.22492,2.821753494,2.906829587
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-09,1.498098,5.8515,6.9,1.639561794,1.596977975,75.42292,2.810461249,2.903645099
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-10,1.676037,5.844762,7,1.59973568,1.59973568,70.73071,2.799169003,2.899935407
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-11,1.861629,5.876667,6.9,1.556339226,1.558620583,64.1326,2.787876757,2.895711403
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2000-12,2.079151,5.763684,6.8,1.510329543,1.517505486,62.87749,2.776584511,2.890983976
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-01,2.091622,5.456364,6.9,0.474927166,0.483565404,62.43716,1.786367185,1.776944176
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-02,2.121444,5.2075,7,0.491587444,0.488686027,60.57344,1.789867495,1.771479042
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-03,1.764305,4.748182,7.1,0.505904936,0.49380665,54.83681,1.793367805,1.766463294
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-04,2.249632,4.6025,7.1,0.517750139,0.498927273,54.41182,1.796868115,1.761888752
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-05,2.269482,4.445909,7,0.526993547,0.504047896,56.81107,1.800368425,1.757747237
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-06,2.282238,4.419524,7.2,0.533505657,0.509168519,55.11724,1.803868735,1.754030569
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-07,2.35224,4.304286,7.1,0.537156963,0.514289142,53.38261,1.807369045,1.750730569
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-08,2.386228,4.062727,7.2,0.53781796,0.519409765,53.01906,1.810869355,1.747839056
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-09,2.266207,3.497895,7.2,0.535359145,0.524530388,48.65707,1.814369665,1.745347851
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-10,2.002251,2.896364,7.3,0.529651011,0.529651011,48.25837,1.817869975,1.743248775
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-11,1.650119,2.284762,7.5,0.520568178,0.503634912,50.80525,1.821370285,1.741533648
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2001-12,1.659386,2.117368,8.1,0.508001762,0.477618814,52.62984,1.824870595,1.74019429
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-01,1.739773,2.014091,8,2.297810184,1.371675029,53.4778,2.125540468,2.132244919
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-02,1.779068,2.116,8,2.225415658,1.384180698,52.56352,2.118183065,2.131246186
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-03,2.243201,2.2405,7.9,2.148647448,1.396686366,54.83158,2.110825662,2.129908112
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-04,2.296341,2.402727,7.7,2.067451023,1.409192035,54.16732,2.103468258,2.128237134
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-05,2.437073,2.610909,7.8,1.981771848,1.421697703,53.43659,2.096110855,2.126239693
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-06,2.478026,2.789,7.6,1.891555389,1.434203372,50.9911,2.088753451,2.123922227
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-07,2.813699,2.875909,7.6,1.796747113,1.44670904,46.83861,2.081396048,2.121291175
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-08,2.919718,2.945714,7.4,1.697292487,1.459214709,45.99965,2.074038644,2.118352975
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-09,2.882517,2.9155,7.5,1.593136975,1.471720377,44.37339,2.066681241,2.115114067
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-10,3.152896,2.880909,7.6,1.484226046,1.484226046,42.88111,2.059323837,2.11158089
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-11,3.713097,2.836,7.4,1.370972967,1.394740773,44.99958,2.051966434,2.107759882
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2002-12,3.722203,2.857,7.5,1.255662214,1.305255499,46.06395,2.04460903,2.103657483
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-01,3.844825,2.87,7.5,1.099564436,0.552720393,46.8285,1.402709562,1.3937974
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-02,3.769893,2.921,7.5,1.059803123,0.552787597,45.48057,1.408261599,1.390725628
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-03,3.319719,3.201905,7.4,1.015174728,0.552854802,44.45478,1.413813636,1.387938895
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-04,2.889872,3.301905,7.6,0.965522437,0.552922007,45.23342,1.419365673,1.385433884
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-05,2.765708,3.322857,7.8,0.910689434,0.552989211,46.93018,1.42491771,1.383207281
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-06,2.205568,3.215714,7.6,0.850518905,0.553056416,49.01316,1.430469747,1.381255769
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-07,1.676007,3.010455,7.7,0.784854035,0.553123621,49.70874,1.436021784,1.379576033
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-08,1.49249,2.854211,7.8,0.71353801,0.553190826,51.40766,1.441573821,1.378164757
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-09,1.807184,2.712857,7.8,0.636414015,0.55325803,52.77692,1.447125858,1.377018626
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-10,1.813574,2.695,7.6,0.553325235,0.553325235,53.44719,1.452677895,1.376134323
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-11,1.880161,2.76,7.4,0.464607517,0.483246339,54.52989,1.458229932,1.375508534
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2003-12,1.689833,2.707143,7.3,0.372567352,0.413167442,56.14394,1.463781969,1.375137943
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-01,1.659519,2.508095,7.3,0.4058569,0.716370792,59.04029,1.959144648,1.961424695
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-02,1.149534,2.323,7.3,0.430369215,0.716803769,60.53781,1.965928072,1.97044809
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-03,1.390389,2.159565,7.3,0.457320622,0.717236746,60.08792,1.972711496,1.979431226
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-04,1.388285,2.068571,7.2,0.486782462,0.717669724,60.33731,1.97949492,1.98837392
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-05,1.260309,2.0675,7.1,0.518826072,0.718102701,57.64899,1.986278344,1.997275988
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-06,1.543644,2.101818,7.2,0.553522794,0.718535678,58.80555,1.993061768,2.006137248
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-07,1.553011,2.105238,7.1,0.590943967,0.718968655,58.76984,1.999845192,2.014957516
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-08,1.26013,2.145238,7,0.63116093,0.719401633,57.78826,2.006628615,2.023736608
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-09,1.277574,2.412857,6.9,0.674245024,0.71983461,59.22698,2.013412039,2.032474343
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-10,1.007046,2.575,7.1,0.720267587,0.720267587,61.3274,2.020195463,2.041170536
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-11,1.233375,2.703809,7.2,0.769129975,0.76702273,62.30326,2.026978887,2.049825003
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2004-12,1.37161,2.571905,7.1,0.820053604,0.813777873,63.72378,2.033762311,2.058437563
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-01,1.272996,2.564,7,0.120139559,0.393941446,63.42913,2.63174648,2.634852488
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-02,1.517305,2.5825,7,0.142408316,0.388622018,66.46056,2.632789342,2.638943006
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-03,1.46067,2.625909,6.9,0.165418252,0.38330259,67.57674,2.633832204,2.642975039
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-04,1.194008,2.584762,6.7,0.189155388,0.377983162,66.07714,2.634875066,2.646948452
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-05,1.351326,2.58619,7,0.213605746,0.372663734,66.05225,2.635917928,2.65086311
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-06,1.353819,2.583182,6.8,0.238755346,0.367344306,68.76427,2.636960791,2.654718879
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-07,1.138042,2.631,6.7,0.264590209,0.362024879,71.35077,2.638003653,2.658515623
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-08,1.471293,2.77,6.7,0.291096358,0.356705451,73.67915,2.639046515,2.662253209
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-09,1.364328,2.89,6.7,0.318259813,0.351386023,76.09396,2.640089377,2.665931502
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-10,1.440998,3.099,6.7,0.346066595,0.346066595,73.18114,2.641132239,2.669550367
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-11,1.381763,3.295714,6.4,0.374571806,0.384012206,74.94723,2.642175101,2.67310967
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2005-12,1.332746,3.469,6.6,0.404106871,0.421957817,77.82489,2.643217963,2.676609276
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-01,0.9985423,3.618572,6.6,1.380920558,0.833847557,81.20816,2.731685166,2.73263766
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-02,1.144594,3.763,6.4,1.336891671,0.831308429,82.0852,2.728380502,2.730215373
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-03,1.279029,3.94087,6.4,1.288358386,0.828769302,83.49017,2.725075839,2.727724525
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-04,1.24572,4.122632,6.3,1.235183718,0.826230175,85.70238,2.721771176,2.725166674
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-05,1.30752,4.258636,6.1,1.177230679,0.823691047,83.03589,2.718466513,2.722543378
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-06,1.11322,4.417727,6.1,1.114362284,0.82115192,79.09191,2.715161849,2.719856193
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-07,0.9153873,4.378,6.4,1.046441546,0.818612793,81.2915,2.711857186,2.717106677
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-08,1.066381,4.344091,6.4,0.973331479,0.816073666,83.90303,2.708552523,2.714296388
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-09,1.543235,4.3215,6.4,0.894895096,0.813534538,82.20487,2.705247859,2.711426883
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-10,1.811825,4.327619,6.2,0.810995411,0.810995411,83.39114,2.701943196,2.708499719
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-11,1.45592,4.312381,6.4,0.721905704,0.735060508,86.63263,2.698638533,2.705516454
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2006-12,1.384849,4.320588,6.2,0.62954032,0.659125606,89.5492,2.69533387,2.702478646
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-01,1.931163,4.333636,6.3,0.282204125,0.608637278,88.94408,2.391970384,2.402866989
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-02,1.92723,4.348,6.2,0.312872731,0.612080541,92.10006,2.379417266,2.401285507
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-03,1.685519,4.345909,6.2,0.34568155,0.615523804,90.84308,2.366864149,2.399770021
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-04,2.179158,4.35,6.2,0.380682456,0.618967067,94.35606,2.354311031,2.398311494
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-05,2.020396,4.368636,6,0.417927322,0.62241033,97.1953,2.341757914,2.396900891
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-06,2.158495,4.529524,6.1,0.457468023,0.625853592,97.18142,2.329204796,2.395529176
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-07,2.720891,4.68,6,0.499356431,0.629296855,98.91542,2.316651679,2.394187314
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-08,2.531113,4.947273,5.9,0.543644422,0.632740118,93.57519,2.304098562,2.392866269
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-09,2.142467,5.119473,5.9,0.590383868,0.636183381,96.61527,2.291545444,2.391557005
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-10,1.800377,4.915,5.9,0.639626644,0.639626644,99.14297,2.278992327,2.390250486
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-11,1.700019,4.767619,6.1,0.691112381,0.672554706,95.81201,2.266439209,2.388937678
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2007-12,1.690417,4.796316,6.1,0.74333174,0.705482768,95.35424,2.253886092,2.387609544
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-01,1.164712,4.246364,5.9,0.016476732,0.081394686,92.3514,1.102452992,1.110336682
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-02,1.105678,3.82,6,0.023056328,0.08086645,93.07788,1.055694229,1.070661722
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-03,1.004142,3.583,6.2,0.029685972,0.080338215,92.21645,1.008935466,1.030206486
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-04,0.8887422,3.457,6.1,0.036355494,0.079809979,96.87679,0.962176703,0.988990585
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-05,0.8723522,3.1505,6.1,0.043054725,0.079281744,102.0274,0.91541794,0.94703363
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-06,0.9222738,3.177647,6.1,0.049773495,0.078753509,102.6479,0.868659177,0.904355232
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-07,0.6260122,3.267,6.1,0.056501634,0.078225273,95.26191,0.821900414,0.860975001
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-08,0.8116294,3.23,6.1,0.063228973,0.077697038,93.24463,0.775141651,0.816912549
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-09,0.7832826,3.716667,6.1,0.06994534,0.077168802,87.24745,0.728382888,0.772187485
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-10,0.9296167,3.318636,6.2,0.076640567,0.076640567,67.9493,0.681624125,0.726819421
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-11,1.852978,2.776316,6.6,0.083525963,0.1051437,63.07032,0.634865362,0.680827969
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2008-12,1.814211,2.344286,6.9,0.091698753,0.133646833,58.98987,0.588106599,0.634232737
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-01,1.746699,1.589048,7.4,-3.135988898,-2.118236051,62.0204,-3.515248015,-3.548460314
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-02,1.831011,1.231053,8,-3.042803078,-2.133952732,58.92724,-3.503831483,-3.569128476
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-03,1.933951,1.062727,8.2,-2.94827138,-2.149669414,57.98178,-3.492414951,-3.588683011
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-04,2.016727,0.8980953,8.3,-2.852522629,-2.165386095,64.32034,-3.480998418,-3.607137898
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-05,2.083443,0.6365,8.7,-2.75568565,-2.181102776,69.86866,-3.469581886,-3.624507117
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-06,2.007285,0.56,8.7,-2.657889266,-2.196819458,72.33577,-3.458165354,-3.640804647
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-07,2.062744,0.3836364,8.7,-2.559262303,-2.212536139,71.80637,-3.446748822,-3.656044466
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-08,1.614555,0.4205,8.6,-2.459933585,-2.22825282,75.42292,-3.435332289,-3.670240554
