LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,DATE,INFLATION,INTEREST,UNEMPLOYMENT,GDP_CUBIC,GDP_LINEAR,SHARE_PRICES,GDPGAP_LINEAR,GDPGAP_CUBIC
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-09,1.614689,0.3980953,8.4,-2.360031937,-2.243969502,78.41676,-3.423915757,-3.683406891
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-10,1.752389,0.3866667,8.5,-2.259686183,-2.259686183,78.79231,-3.412499225,-3.695557454
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-11,0.8739535,0.3805,8.5,-2.158856262,-2.142843424,79.58658,-3.401082693,-3.706706223
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2009-12,0.7449123,0.3790476,8.5,-2.05682657,-2.026000666,80.86483,-3.38966616,-3.716867178
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-01,1.266837,0.38,8.3,1.800721406,1.201174913,81.30677,-2.374322434,-2.363240505
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-02,1.487193,0.3757895,8.3,1.746983282,1.201748977,79.8829,-2.363633545,-2.341725048
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-03,1.001669,0.3856522,8.3,1.690269832,1.202323041,83.45537,-2.352944655,-2.320463986
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-04,1.127607,0.487619,8.2,1.630537901,1.202897104,84.78104,-2.342255766,-2.299456357
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-05,1.014768,0.6035,8.1,1.567744332,1.203471168,82.30941,-2.331566876,-2.278701197
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-06,1.115403,0.7240909,8,1.501845971,1.204045232,81.45685,-2.320877987,-2.258197541
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-07,1.305036,0.8328571,8,1.432799661,1.204619296,80.52513,-2.310189097,-2.237944427
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-08,1.462968,0.9028571,8.1,1.360562248,1.205193359,81.78944,-2.299500208,-2.21794089
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-09,1.454786,1.114286,8.2,1.285090575,1.205767423,84.8238,-2.288811319,-2.198185967
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-10,1.694854,1.157,8,1.206341487,1.206341487,87.64761,-2.278122429,-2.178678694
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-11,1.59102,1.167143,7.7,1.124565991,1.138033429,89.56783,-2.26743354,-2.159418108
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2010-12,1.495181,1.179524,7.7,1.041191742,1.069725371,92.64738,-2.25674465,-2.140403243
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-01,1.516656,1.18,7.8,1.514611978,0.80191023,93.41709,-1.319027746,-1.315116738
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-02,1.082592,1.188421,7.7,1.445816871,0.796736542,97.07018,-1.321933109,-1.314268637
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-03,1.952639,1.183913,7.7,1.373276121,0.791562855,97.16712,-1.324838472,-1.313575677
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-04,1.347659,1.184,7.7,1.296927039,0.786389168,97.37599,-1.327743835,-1.313035453
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-05,1.852626,1.187143,7.6,1.216706937,0.78121548,95.00018,-1.330649198,-1.31264556
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-06,1.139166,1.169545,7.6,1.132553127,0.776041793,91.54075,-1.333554561,-1.312403595
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-07,0.9633194,1.17,7.3,1.04440292,0.770868106,92.72158,-1.336459924,-1.312307154
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-08,1.358209,1.151818,7.3,0.95219363,0.765694419,86.53025,-1.339365287,-1.312353832
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-09,1.638846,1.15,7.4,0.855862567,0.760520731,84.74576,-1.34227065,-1.312541226
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-10,1.379196,1.1515,7.4,0.755347044,0.755347044,83.03756,-1.345176013,-1.312866931
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-11,1.612096,1.159524,7.6,0.651272924,0.699292991,83.95289,-1.348081376,-1.313328544
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2011-12,1.350954,1.156,7.5,0.547020276,0.643238937,82.75748,-1.350986739,-1.31392366
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-01,1.501076,1.158571,7.7,-0.281727249,0.157099244,85.88154,-1.604355771,-1.609507449
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-02,1.632921,1.16,7.5,-0.244981505,0.146764588,87.51072,-1.602052858,-1.612275051
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-03,1.437986,1.152273,7.3,-0.207683111,0.136429933,86.92337,-1.599749945,-1.614960788
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-04,2.079507,1.147,7.3,-0.169889119,0.126095277,84.62113,-1.597447032,-1.617563959
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-05,1.483673,1.179545,7.4,-0.131656585,0.115760621,81.09511,-1.595144118,-1.620083864
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-06,1.814061,1.160952,7.2,-0.093042561,0.105425966,80.17008,-1.592841205,-1.6225198
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-07,1.520488,1.16,7.3,-0.054104103,0.09509131,81.07572,-1.590538292,-1.624871066
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-08,1.15178,1.16,7.3,-0.014898264,0.084756654,83.05807,-1.588235378,-1.62713696
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-09,0.8468496,1.16,7.3,0.024517903,0.074421999,85.56171,-1.585932465,-1.629316783
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-10,0.9675071,1.16,7.5,0.064087343,0.064087343,86.0667,-1.583629552,-1.631409831
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-11,0.8769087,1.16,7.4,0.103623506,0.090294982,84.82533,-1.581326639,-1.633415404
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2012-12,0.9679233,1.16,7.3,0.142421858,0.116502622,85.765,-1.579023725,-1.6353328
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-01,0.8179691,1.16,7.1,1.149927085,0.808261848,88.2803,-1.368738714,-1.367629031
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-02,1.033341,1.16,7.1,1.130749367,0.818122182,88.80955,-1.361110073,-1.358745247
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-03,0.989859,1.16,7.3,1.109451841,0.827982517,89.09897,-1.353481432,-1.349721143
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-04,0.5634686,1.16,7.2,1.085986772,0.837842851,85.77365,-1.34585279,-1.340561859
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-05,0.6075268,1.16,7,1.060306426,0.847703185,87.77636,-1.338224149,-1.331272532
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-06,0.6824905,1.162,7.2,1.03236307,0.857563519,85.23157,-1.330595508,-1.321858303
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-07,0.8572447,1.167273,7.1,1.002108969,0.867423853,86.92616,-1.322966867,-1.31232431
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-08,0.9246222,1.17,7.1,0.969496389,0.877284187,88.02386,-1.315338226,-1.302675692
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-09,0.9972114,1.168,7.1,0.934477596,0.887144521,89.34368,-1.307709585,-1.292917589
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-10,0.9907146,1.166818,7.1,0.897004855,0.897004855,91.01359,-1.300080943,-1.28305514
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-11,0.6636865,1.17,7,0.857233981,0.865340089,93.42351,-1.292452302,-1.273093483
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2013-12,0.8161452,1.169,7.3,0.816134982,0.833675322,93.14001,-1.284823661,-1.263037758
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-01,1.064412,1.17,7.1,-0.302603449,0.27750499,95.7065,-0.626238606,-0.615655905
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-02,1.10218,1.17,7.1,-0.27036137,0.264831965,97.41881,-0.638973975,-0.618167441
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-03,1.052402,1.17,7,-0.233546914,0.252158939,99.59733,-0.651709344,-0.621033407
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-04,1.12621,1.17,7.1,-0.192025951,0.239485914,100.7263,-0.664444713,-0.62424936
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-05,1.306725,1.177619,7.1,-0.14566435,0.226812888,102.0304,-0.677180082,-0.627810859
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-06,1.538253,1.174286,7.1,-0.094327982,0.214139863,104.3338,-0.68991545,-0.631713464
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-07,1.53902,1.17,7.1,-0.037882717,0.201466837,106.4434,-0.702650819,-0.635952732
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-08,1.910877,1.17,7,0.023805575,0.188793812,107.2668,-0.715386188,-0.640524223
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-09,1.776526,1.17,6.9,0.090871024,0.176120786,107.1606,-0.728121557,-0.645423496
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-10,1.973779,1.17,6.7,0.163447761,0.163447761,100.7782,-0.740856926,-0.650646109
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-11,2.117139,1.175263,6.7,0.241361399,0.238435895,103.387,-0.753592295,-0.656187622
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2014-12,2.235854,1.188571,6.7,0.323203492,0.31342403,100.1089,-0.766327663,-0.662043593
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-01,2.549047,1.122857,6.7,-0.580299449,-0.389898613,100.9038,-1.893965029,-1.903096263
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-02,2.547271,0.8863158,6.8,-0.581063867,-0.407634256,105.7285,-1.900889936,-1.919068521
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-03,2.817348,0.8936363,6.9,-0.580821976,-0.4253699,104.0623,-1.907814844,-1.934953815
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-04,2.833526,0.8961905,6.9,-0.579556719,-0.443105544,106.6098,-1.914739751,-1.950749068
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-05,2.682637,0.89,6.9,-0.577251042,-0.460841188,105.4901,-1.921664659,-1.966451199
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-06,2.582586,0.89,6.9,-0.573887889,-0.478576832,103.4648,-1.928589566,-1.982057129
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-07,2.668677,0.7404546,6.9,-0.569450204,-0.496312476,100.7142,-1.935514473,-1.99756378
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-08,2.501953,0.61,7,-0.563920933,-0.51404812,97.85998,-1.942439381,-2.012968072
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-09,2.667752,0.6519048,7.1,-0.557283019,-0.531783764,93.99223,-1.949364288,-2.028266926
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-10,2.410141,0.7147619,6.9,-0.549519408,-0.549519408,95.97256,-1.956289196,-2.043457263
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-11,2.295815,0.7585,7.1,-0.540478998,-0.521784676,93.61954,-1.963214103,-2.058536003
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2015-12,2.077159,0.8171428,7.2,-0.529474506,-0.494049943,91.58231,-1.970139011,-2.073500068
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-01,1.849148,0.7965,7.2,1.559315214,0.487606395,86.42041,-2.565467635,-2.57195863
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-02,1.847153,0.799,7.3,1.483231123,0.494372444,88.01437,-2.551404404,-2.564005325
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-03,1.902365,0.8,7.1,1.39867166,0.501138494,93.31869,-2.537341173,-2.555678603
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-04,1.968468,0.8361905,7.2,1.305387491,0.507904543,95.19677,-2.523277941,-2.546986115
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-05,2.13304,0.8366666,7,1.203129279,0.514670593,96.62364,-2.50921471,-2.537935512
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-06,2.341923,0.8277273,6.9,1.091647689,0.521436642,97.93118,-2.495151479,-2.528534446
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-07,2.381736,0.8105,7,0.970693385,0.528202692,100.6193,-2.481088248,-2.518790567
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-08,2.074531,0.82,7,0.840017033,0.534968741,102.3534,-2.467025017,-2.508711527
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-09,2.027995,0.8109524,7,0.699369296,0.541734791,102.1077,-2.452961786,-2.498304976
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-10,1.968685,0.816,7,0.54850084,0.54850084,102.5932,-2.438898554,-2.487578566
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-11,1.818889,0.82,6.9,0.388247794,0.444479584,103.3672,-2.424835323,-2.476539948
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2016-12,1.944301,0.823,7,0.223788149,0.340458327,106.4306,-2.410772092,-2.465196773
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-01,2.277986,0.872381,6.8,0.826411233,1.019363459,107.9394,-1.170577694,-1.165399178
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-02,2.176767,0.8768421,6.6,0.862336347,1.026869695,109.1398,-1.167947641,-1.157958931
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-03,1.838215,0.8456522,6.7,0.896792897,1.034375931,108.2026,-1.165317588,-1.150878932
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-04,1.643759,0.8431579,6.5,0.929662437,1.041882166,109.0509,-1.162687535,-1.14415111
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-05,1.669928,0.7977273,6.6,0.960826524,1.049388402,107.9957,-1.160057482,-1.137767391
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-06,1.644186,0.8286363,6.5,0.990166711,1.056894638,106.7628,-1.157427429,-1.131719703
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-07,1.623373,1.123,6.3,1.017564556,1.064400873,105.6894,-1.154797376,-1.125999974
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-08,1.633315,1.198636,6.2,1.042901612,1.071907109,105.4141,-1.152167323,-1.120600131
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-09,1.459038,1.321,6.2,1.066059435,1.079413344,106.5621,-1.14953727,-1.1155121
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-10,1.725351,1.329048,6.3,1.08691958,1.08691958,110.3385,-1.146907217,-1.110727811
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-11,1.859207,1.328095,6,1.105243556,1.080532043,111.8084,-1.144277164,-1.106239189
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2017-12,1.810036,1.372105,5.9,1.120312685,1.074144507,112.2785,-1.141647111,-1.102038163
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-01,1.633553,1.552727,6,0.9560473,0.829307318,113.464,-0.910378163,-0.89927124
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-02,1.951622,1.547895,5.9,0.948035118,0.834410869,107.6199,-0.910553877,-0.887928629
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-03,2.050329,1.59619,5.9,0.939756466,0.839514421,107.9901,-0.910729592,-0.876194077
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-04,2.012321,1.639048,5.9,0.931221992,0.844617972,107.2621,-0.910905306,-0.864087048
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-05,1.655061,1.65,6,0.922442347,0.849721524,111.3948,-0.911081021,-0.851627004
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-06,1.792134,1.65,6.1,0.91342818,0.854825075,113.3493,-0.911256735,-0.838833408
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-07,2.295234,1.796191,5.8,0.90419014,0.859928627,114.5507,-0.91143245,-0.825725723
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-08,2.362448,1.842727,6,0.894738877,0.865032178,113.9279,-0.911608164,-0.812323412
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-09,1.87797,1.874737,5.9,0.885085041,0.87013573,112.5069,-0.911783879,-0.798645937
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-10,2.078044,2.013182,5.9,0.875239281,0.875239281,107.8389,-0.911959593,-0.784712762
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-11,2.046871,2.131905,5.7,0.865228783,0.866225887,105.6134,-0.912135308,-0.770543349
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2018-12,2.527497,2.192631,5.8,0.85514688,0.857212493,100.9393,-0.912311023,-0.756157161
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-01,2.323262,2.142984,5.9,-0.734144612,0.122813113,104.6165,-0.993915231,-0.972034777
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-02,2.121398,1.988763,5.9,-0.662899241,0.119238417,110.2759,-1.06005656,-1.017779185
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-03,2.035863,1.862238,5.8,-0.586777768,0.115663722,112.4168,-1.126197889,-1.064975244
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-04,2.221352,1.863494,5.8,-0.505684511,0.112089026,114.9087,-1.192339218,-1.113591071
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-05,2.626418,1.87211,5.4,-0.419523784,0.108514331,113.8178,-1.258480547,-1.163594782
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-06,2.582903,1.842199,5.5,-0.328199902,0.104939635,113.8331,-1.324621875,-1.214954496
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-07,2.435803,1.839895,5.8,-0.231617182,0.10136494,115.1347,-1.390763204,-1.267638329
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-08,2.534103,1.840029,5.8,-0.129679939,0.097790244,113.2873,-1.456904533,-1.321614398
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-09,2.401233,1.832785,5.6,-0.022292489,0.094215549,116.2679,-1.523045862,-1.376850821
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-10,2.190313,1.844795,5.7,0.090640853,0.090640853,114.3991,-1.589187191,-1.433315716
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-11,2.124129,1.845125,6,0.20866046,0.180650551,118.0409,-1.65532852,-1.490977198
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2019-12,1.916623,1.90931,5.8,0.329085462,0.270660248,118.7978,-1.721469849,-1.549803386
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-01,1.768015,1.912474,5.6,9.032979044,-1.841275791,121.1244,-7.521780984,-7.576709378
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-02,1.915414,1.802298,5.7,8.09019389,-1.876389882,122.4475,-7.501655173,-7.609855828
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-03,1.911895,1.267285,7.9,7.076275331,-1.911503973,95.94145,-7.481529362,-7.641362875
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-04,1.630386,0.4828462,13,5.989504166,-1.946618064,98.16383,-7.461403551,-7.671247247
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-05,1.018939,0.344752,13.4,4.8281612,-1.981732155,103.8505,-7.44127774,-7.699525671
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-06,1.244466,0.3055641,12.2,3.590527232,-2.016846245,107.9628,-7.421151929,-7.726214878
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-07,0.6663125,0.2829986,10.9,2.274883066,-2.051960336,111.0523,-7.401026118,-7.751331596
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-08,0.5585395,0.25565,10.3,0.879509503,-2.087074427,115.52,-7.380900307,-7.774892552
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-09,1.00334,0.2514162,9.2,-0.597312656,-2.122188518,113.2146,-7.360774496,-7.796914476
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-10,1.064614,0.2452181,9.2,-2.157302609,-2.157302609,113.2708,-7.340648685,-7.817414097
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-11,1.507497,0.237422,8.7,-3.790512436,-3.045826073,116.7689,-7.320522874,-7.836408143
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2020-12,1.230718,0.235101,8.9,-5.440325751,-3.934349536,122.2525,-7.300397063,-7.853913342
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-01,1.568665,0.1978955,9.4,1.13543638,1.331694652,124.2181,-5.509199887,-5.481321657
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-02,0.9794046,0.1783747,8.3,1.293731075,1.317584379,127.3483,-5.489074076,-5.433334345
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-03,0.9563936,0.1873117,7.5,1.418707632,1.303474107,130.1205,-5.468948265,-5.385380489
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-04,1.692107,0.1820467,8,1.508509701,1.289363835,133.6261,-5.448822454,-5.33747682
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-05,2.20863,0.182691,8,1.561280931,1.275253562,135.6217,-5.428696643,-5.289640065
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-06,2.078388,0.1855759,7.6,1.57516497,1.26114329,140.2464,-5.408570832,-5.241886953
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-07,2.811489,0.2037867,7.4,1.548305468,1.247033018,140.6317,-5.388445021,-5.194234213
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-08,2.935741,0.21185,7.1,1.478846073,1.232922746,142.6497,-5.36831921,-5.146698573
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-09,3.096016,0.2215805,7,1.364930434,1.218812473,143.1405,-5.3481934,-5.099296761
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-10,3.030858,0.2301405,6.8,1.204702201,1.204702201,144.7816,-5.328067589,-5.052045508
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-11,2.916622,0.2593452,6.1,0.998859288,1.004341632,149.5152,-5.307941778,-5.00496154
CAN,CPI,TOT_FOODENRG,AGRWTH,M,2021-12,3.275797,0.2705824,6,0.758316678,0.803981062,146.0664,-5.287815967,-4.958061588
